traveler_id,start_location,destination,days_stayed,budget_tier,pace,places_visited,famous_things_to_do,food_preference,restaurant,best_dish,transport_to_destination,transport_name,local_transport,rating
3217,Bengaluru,"New Delhi, Delhi NCR",7,Mid-Range,Relaxed,"Qutub Minar, India Gate memorial, Akshardham Temple","Bargain shopping in Connaught Place, Tasting golgappa street foods, Rickshaw ride in Chandni Chowk lanes",Non-Vegetarian,Paranthe Wali Gali,Sweet Shahi Tukda,Train,New Delhi Intercity Express,Delhi Metro,5.0
3218,Paris,"Mumbai, Maharashtra",7,Mid-Range,Moderate,"Gateway of India, Haji Ali ocean mosque, Chhatrapati Shivaji Terminus","Watching Dabbawalas sort lunches, Renting bicycles in forest, Vectoring basalt cave temples",Non-Vegetarian,Trishna seafood diner,Butter Garlic Crab,Bus,Mumbai Intercity Express,metered auto,4.6
3219,Tokyo,"New Delhi, Delhi NCR",7,Mid-Range,Fast,"India Gate memorial, Lotus Temple, Humayun's Tomb","Exploring heritage Lodhi gardens, Rickshaw ride in Chandni Chowk lanes",Vegetarian,Wenger's Bakery CP,Stuffed Mixed Paranthas,Bus,New Delhi Intercity Express,private taxi,4.4
3220,London,"Jaipur, Rajasthan",7,Luxury,Fast,"Amber Fort, Hawa Mahal, Nahargarh Fort, Jal Mahal Lake","Rajasthani folk dance evening, Bapu Bazaar leather shopping",Vegetarian,LMB Restaurant Johri,Traditional sweet Malpua,Flight,Regional Air Iceland 9N-1342,e-rickshaw,4.7
3221,Tokyo,"New York City, USA",7,Luxury,Moderate,"Statue of Liberty, Empire State Building, Times Square","Renting a bicycle in Central Park, Walking across the Brooklyn Bridge",Local,Juliana's Pizza DUMBO,Hand-rolled Lox Bagel,Flight,Air Berlin AB-2025,walking,4.9
3222,Ahmedabad,"New York City, USA",7,Budget,Fast,"Brooklyn Bridge, High Line Park, Central Park, Empire State Building","Picnicking in Bryant Park, Renting a bicycle in Central Park",Non-Vegetarian,Juliana's Pizza DUMBO,Adobada Tacos,Bus,New York City Intercity Express,subway,4.7
3223,Dubai,"Bali, Indonesia",7,Mid-Range,Moderate,"Kelingking Cliff Penida, Ubud Monkey Forest, Uluwatu Cliff Temple","Participating in water purification, Sunset Kecak Fire Dance, Riding a giant valley swing",Mixed,Sari Organik fields,Mie Goreng,Bus,Bali Intercity Express,scooter,4.8
3224,New Delhi,"Agra & Taj Mahal, UP",7,Budget,Relaxed,"Fatehpur Sikri, Mathura Krishna Janmabhoomi, Mehtab Bagh sunset","Marble-inlay souvenir shopping, Watching Taj sunrise",Local,Mama Chicken Franky,Butter Chicken,Bus,Agra & Taj Mahal Intercity Express,e-rickshaw,4.6
3225,Bengaluru,"Agra & Taj Mahal, UP",7,Luxury,Relaxed,"Agra Fort, Fatehpur Sikri, Mehtab Bagh sunset","Marble-inlay souvenir shopping, spiritual chanting at temples, Watching Taj sunrise",Non-Vegetarian,Mama Chicken Franky,Hot Mughlai chicken rolls,Train,Agra & Taj Mahal Intercity Express,private taxi,4.8
3226,Ahmedabad,"Kolkata, West Bengal",7,Luxury,Fast,"Howrah Bridge, Indian Museum, Victoria Memorial","Watching Hooghly sunset at Princep Ghat, Exploring Kumartuli clay artisan village, Riding a heritage Kolkata tram",Local,6 Ballygunge Place Bengali,Kosha Mangsho mutton with Luchi,Train,Kolkata Intercity Express,heritage tram,4.3
3227,San Francisco,"Paris, France",7,Mid-Range,Relaxed,"Louvre Museum, Palace of Versailles, Luxembourg Gardens","Seine River twilight cruise, Climbing the Eiffel Tower summit, Boutique shopping in Marais",Mixed,La Maison Rose Montmartre,French Onion Soup,Flight,China SSS 9C-1430,RER train,4.3
3228,Dubai,"New Delhi, Delhi NCR",7,Mid-Range,Relaxed,"Red Fort, Humayun's Tomb, India Gate memorial, Akshardham Temple","Tasting golgappa street foods, Rickshaw ride in Chandni Chowk lanes, Exploring heritage Lodhi gardens",Mixed,Karim's Old Delhi,Stuffed Mixed Paranthas,Train,New Delhi Intercity Express,Delhi Metro,4.4
3229,New York,"Bali, Indonesia",7,Budget,Relaxed,"Kelingking Cliff Penida, Uluwatu Cliff Temple, Tegallalang Rice Terraces","Hiking Mount Batur at sunrise, Participating in water purification",Local,Penida Espresso,Nasi Campur Balinese,Flight,Jetstar Asia Airways 3K-1031,walking,4.2
3230,Hyderabad,"Jaipur, Rajasthan",7,Budget,Relaxed,"Nahargarh Fort, Jantar Mantar, Hawa Mahal, Amber Fort","Rajasthani folk dance evening, Bapu Bazaar leather shopping, Traditional hand-block printing",Local,Saffron Mughlai diner,Dal Baati Churma Rajasthani,Bus,Jaipur Intercity Express,scooter,5.0
3231,San Francisco,"Kolkata, West Bengal",7,Mid-Range,Relaxed,"Victoria Memorial, Science City, Howrah Bridge","Riding a heritage Kolkata tram, Watching Hooghly sunset at Princep Ghat, Tasting Roshogollas at K.C. Das",Mixed,Peter Cat Park Street,Chelomesh mixed platter,Bus,Kolkata Intercity Express,Kolkata Metro,4.3
3232,Dubai,"Mumbai, Maharashtra",7,Budget,Relaxed,"Haji Ali ocean mosque, Gateway of India, Marine Drive Queen's Necklace","Renting bicycles in forest, Vectoring basalt cave temples",Vegetarian,Cafe Mondegar Colaba,Sev Puri / Bhel Puri snacks,Train,Mumbai Intercity Express,metered auto,4.3
3233,San Francisco,"New York City, USA",7,Mid-Range,Fast,"High Line Park, Statue of Liberty, Times Square, Brooklyn Bridge","Renting a bicycle in Central Park, Walking across the Brooklyn Bridge, Watching a Broadway musical",Non-Vegetarian,Katz's Delicatessen,Hand-rolled Lox Bagel,Flight,American Airlines AA-1146,citi bike,4.9
3234,New Delhi,"Jaipur, Rajasthan",7,Luxury,Relaxed,"City Palace, Nahargarh Fort, Amber Fort, Hawa Mahal","Rajasthani folk dance evening, Bapu Bazaar leather shopping, Royal fort trekking",Local,Tapri The Tea House,Dal Baati Churma Rajasthani,Train,Jaipur Intercity Express,e-rickshaw,4.3
3235,London,"Agra & Taj Mahal, UP",7,Budget,Moderate,"Tomb of Akbar, Taj Mahal, Fatehpur Sikri, Agra Fort","Exploring massive red-stone forts, spiritual chanting at temples",Vegetarian,Esphahan Oberoi,Brijwasi Milk Peda,Train,Agra & Taj Mahal Intercity Express,e-rickshaw,4.4
3236,New Delhi,"Paris, France",7,Luxury,Relaxed,"Luxembourg Gardens, Notre-Dame Cathedral, Louvre Museum, Palace of Versailles","Climbing the Eiffel Tower summit, Seine River twilight cruise, Picnicking in Luxembourg Gardens",Mixed,Café de Flore,French Onion Soup,Train,Paris Intercity Express,velib bicycle,4.8
3237,Pune,"Rome, Italy",7,Budget,Moderate,"Trevi Fountain, Pantheon, Vatican Museums, St. Peter's Basilica","Cycling the Appian Way, Throwing coins in Trevi Fountain, Walking through bohemian Trastevere",Mixed,Da Enzo al 29 Trastevere,Cacio e Pepe pasta,Flight,Maldivian Air Taxi 8Q-834,tram,4.5
3238,Hyderabad,"Rome, Italy",7,Mid-Range,Fast,"Pantheon, Spanish Steps, St. Peter's Basilica, Vatican Museums","Walking through bohemian Trastevere, Throwing coins in Trevi Fountain, Hands-on pasta making class",Vegetarian,Da Enzo al 29 Trastevere,Thin Roman-style Pizza,Flight,Sichuan Airlines 3U-1093,vespa scooter,4.9
3239,Paris,"Kolkata, West Bengal",7,Luxury,Relaxed,"Indian Museum, Dakshineswar Kali Temple, Princep Ghat Boating","Tasting Roshogollas at K.C. Das, Exploring Kumartuli clay artisan village, Riding a heritage Kolkata tram",Local,6 Ballygunge Place Bengali,Mishti Doi and Sandesh desserts,Bus,Kolkata Intercity Express,walking,4.4
3240,San Francisco,"Mumbai, Maharashtra",7,Luxury,Moderate,"Marine Drive Queen's Necklace, Gateway of India, Elephanta Island Caves, Haji Ali ocean mosque","Watching Dabbawalas sort lunches, Ferry ride across harbor",Vegetarian,Leopold Cafe Colaba,Berry Pulav Parsi style,Train,Mumbai Intercity Express,local train,4.7
3241,Pune,"New York City, USA",7,Luxury,Fast,"Brooklyn Bridge, High Line Park, Times Square","Renting a bicycle in Central Park, Watching a Broadway musical, Walking across the Brooklyn Bridge",Mixed,Katz's Delicatessen,Hot Pastrami Sandwich,Bus,New York City Intercity Express,subway,4.8
3242,Bengaluru,"Jaipur, Rajasthan",7,Mid-Range,Moderate,"Jal Mahal Lake, Nahargarh Fort, Hawa Mahal, Jantar Mantar","Traditional hand-block printing, Rajasthani folk dance evening",Local,Saffron Mughlai diner,Traditional sweet Malpua,Train,Jaipur Intercity Express,e-rickshaw,4.8
3243,New Delhi,"Kolkata, West Bengal",7,Budget,Fast,"Science City, Howrah Bridge, Victoria Memorial, Indian Museum","Exploring Kumartuli clay artisan village, Riding a heritage Kolkata tram, Tasting Roshogollas at K.C. Das",Mixed,Arsalan Mughlai Restaurant,Kosha Mangsho mutton with Luchi,Flight,Air Arabia Maroc 3O-541,Kolkata Metro,4.2
3244,Hyderabad,"Kolkata, West Bengal",7,Luxury,Moderate,"Howrah Bridge, Indian Museum, Princep Ghat Boating, Dakshineswar Kali Temple","Watching Hooghly sunset at Princep Ghat, Riding a heritage Kolkata tram, Taking a yellow taxi ride over Howrah Bridge",Non-Vegetarian,Kusum Kathi Rolls,Double Egg Chicken Kathi Roll,Train,Kolkata Intercity Express,heritage tram,4.6
3245,Tokyo,"Kolkata, West Bengal",7,Luxury,Fast,"Dakshineswar Kali Temple, Victoria Memorial, Indian Museum","Riding a heritage Kolkata tram, Tasting Roshogollas at K.C. Das, Watching Hooghly sunset at Princep Ghat",Local,Flurys British Tea Room,Kosha Mangsho mutton with Luchi,Bus,Kolkata Intercity Express,heritage tram,4.7
3246,Mumbai,"Jaipur, Rajasthan",7,Mid-Range,Fast,"Jantar Mantar, Nahargarh Fort, City Palace, Jal Mahal Lake","Rajasthani folk dance evening, Watching Nahargarh sunset view",Local,Caffe Palladio,Lal Maas spicy mutton,Bus,Jaipur Intercity Express,private taxi,4.5
3247,Chennai,"New Delhi, Delhi NCR",7,Mid-Range,Relaxed,"Qutub Minar, Red Fort, India Gate memorial, Humayun's Tomb","Exploring heritage Lodhi gardens, Tasting golgappa street foods",Vegetarian,Paranthe Wali Gali,Butter Chicken with garlic naans,Train,New Delhi Intercity Express,private taxi,4.5
3248,San Francisco,"Jaipur, Rajasthan",7,Budget,Moderate,"Jantar Mantar, Hawa Mahal, City Palace","Rajasthani folk dance evening, Bapu Bazaar leather shopping",Non-Vegetarian,Caffe Palladio,Traditional sweet Malpua,Flight,Redhill Aviation 8L-635,scooter,4.7
3249,Mumbai,"New Delhi, Delhi NCR",7,Budget,Fast,"Humayun's Tomb, Akshardham Temple, Qutub Minar, India Gate memorial","Bargain shopping in Connaught Place, Rickshaw ride in Chandni Chowk lanes, Exploring heritage Lodhi gardens",Non-Vegetarian,Paranthe Wali Gali,Sweet Shahi Tukda,Flight,Silver Airways (3M) 3M-2884,private taxi,4.2
3250,Bengaluru,"Kolkata, West Bengal",7,Budget,Relaxed,"Victoria Memorial, Science City, Princep Ghat Boating","Taking a yellow taxi ride over Howrah Bridge, Exploring Kumartuli clay artisan village, Watching Hooghly sunset at Princep Ghat",Mixed,Arsalan Mughlai Restaurant,Chelomesh mixed platter,Bus,Kolkata Intercity Express,yellow taxi,4.4
3251,London,"Mumbai, Maharashtra",7,Mid-Range,Relaxed,"Chhatrapati Shivaji Terminus, Marine Drive Queen's Necklace, Elephanta Island Caves, Dhobi Ghat Mahalaxmi","Vectoring basalt cave temples, Ferry ride across harbor, Renting bicycles in forest",Local,Swati Snacks vegetarian,Butter Garlic Crab,Flight,Air France AF-438,walking,4.8
3252,London,"Agra & Taj Mahal, UP",7,Budget,Moderate,"Agra Fort, Mathura Krishna Janmabhoomi, Fatehpur Sikri, Tomb of Akbar","Watching Taj sunrise, spiritual chanting at temples",Vegetarian,Pinch of Spice,Sweet Angoori Petha,Bus,Agra & Taj Mahal Intercity Express,private taxi,4.6
3253,Bengaluru,"New York City, USA",7,Budget,Moderate,"High Line Park, Central Park, Empire State Building","Picnicking in Bryant Park, Renting a bicycle in Central Park",Mixed,Juliana's Pizza DUMBO,Hot Pastrami Sandwich,Flight,Jet Airways 9W-2387,yellow taxi,4.4
3254,San Francisco,"New Delhi, Delhi NCR",7,Budget,Fast,"Humayun's Tomb, Red Fort, Lotus Temple","Rickshaw ride in Chandni Chowk lanes, Exploring heritage Lodhi gardens",Mixed,Saravana Bhavan CP,Butter Chicken with garlic naans,Flight,Redhill Aviation 8L-2804,Delhi Metro,4.7
3255,Hyderabad,"Mumbai, Maharashtra",7,Luxury,Moderate,"Haji Ali ocean mosque, Elephanta Island Caves, Marine Drive Queen's Necklace, Gateway of India","Ferry ride across harbor, Vectoring basalt cave temples, Watching Dabbawalas sort lunches",Mixed,Cafe Mondegar Colaba,Berry Pulav Parsi style,Train,Mumbai Intercity Express,metered auto,5.0
3256,Bengaluru,"Paris, France",7,Budget,Fast,"Sacré-Cœur Basilica, Palace of Versailles, Louvre Museum","Climbing the Eiffel Tower summit, Picnicking in Luxembourg Gardens",Mixed,L'As du Fallafel,French Onion Soup,Bus,Paris Intercity Express,velib bicycle,4.4
3257,Tokyo,"Jaipur, Rajasthan",7,Mid-Range,Moderate,"Nahargarh Fort, Hawa Mahal, Jantar Mantar, City Palace","Traditional hand-block printing, Watching Nahargarh sunset view",Mixed,Tapri The Tea House,Lal Maas spicy mutton,Bus,Jaipur Intercity Express,private taxi,4.9
3258,Paris,"Rome, Italy",7,Luxury,Moderate,"Trevi Fountain, Vatican Museums, St. Peter's Basilica","Throwing coins in Trevi Fountain, Hands-on pasta making class, Cycling the Appian Way",Vegetarian,Pizzeria Da Baffetto,Artisanal Gelato,Bus,Rome Intercity Express,walking,4.9
3259,Mumbai,"Kolkata, West Bengal",7,Mid-Range,Moderate,"Princep Ghat Boating, Science City, Dakshineswar Kali Temple","Riding a heritage Kolkata tram, Taking a yellow taxi ride over Howrah Bridge, Exploring Kumartuli clay artisan village",Vegetarian,6 Ballygunge Place Bengali,Chelomesh mixed platter,Bus,Kolkata Intercity Express,walking,4.5
3260,New York,"Paris, France",7,Luxury,Relaxed,"Louvre Museum, Notre-Dame Cathedral, Luxembourg Gardens, Palace of Versailles","Boutique shopping in Marais, Climbing the Eiffel Tower summit",Local,Le Comptoir du Relais,Escargot,Bus,Paris Intercity Express,Paris Metro,4.9
3261,Paris,"Kolkata, West Bengal",7,Luxury,Fast,"Science City, Indian Museum, Dakshineswar Kali Temple, Victoria Memorial","Riding a heritage Kolkata tram, Exploring Kumartuli clay artisan village, Taking a yellow taxi ride over Howrah Bridge",Mixed,Kusum Kathi Rolls,Mutton Biryani Kolkata Style,Flight,Air France AF-2988,Kolkata Metro,4.9
3262,Hyderabad,"Jaipur, Rajasthan",7,Mid-Range,Moderate,"Jal Mahal Lake, City Palace, Amber Fort","Bapu Bazaar leather shopping, Watching Nahargarh sunset view",Mixed,Chokhi Dhani resort,Lal Maas spicy mutton,Bus,Jaipur Intercity Express,scooter,4.3
3263,Singapore,"Bali, Indonesia",7,Budget,Fast,"Tirta Empul Water Temple, Ubud Monkey Forest, Kelingking Cliff Penida","Hiking Mount Batur at sunrise, Participating in water purification",Vegetarian,Jimbaran Beach Club,Gourmet Smoothie Bowl,Bus,Bali Intercity Express,scooter,5.0
3264,Bengaluru,"Rome, Italy",7,Mid-Range,Relaxed,"Colosseum, Pantheon, Vatican Museums, St. Peter's Basilica","Cycling the Appian Way, Throwing coins in Trevi Fountain, Walking through bohemian Trastevere",Mixed,Felice a Testaccio,Carbonara,Train,Rome Intercity Express,metro,4.4
3265,Ahmedabad,"Jaipur, Rajasthan",7,Luxury,Relaxed,"Jantar Mantar, Hawa Mahal, Nahargarh Fort, Jal Mahal Lake","Traditional hand-block printing, Watching Nahargarh sunset view",Mixed,Tapri The Tea House,Dal Baati Churma Rajasthani,Train,Jaipur Intercity Express,scooter,4.4
3266,Mumbai,"Mumbai, Maharashtra",7,Luxury,Relaxed,"Dhobi Ghat Mahalaxmi, Gateway of India, Haji Ali ocean mosque","Vectoring basalt cave temples, Renting bicycles in forest, Ferry ride across harbor",Non-Vegetarian,Leopold Cafe Colaba,Sev Puri / Bhel Puri snacks,Bus,Mumbai Intercity Express,metered auto,4.7
3267,Ahmedabad,"Jaipur, Rajasthan",7,Budget,Relaxed,"Jal Mahal Lake, Hawa Mahal, City Palace, Amber Fort","Bapu Bazaar leather shopping, Rajasthani folk dance evening",Local,Tapri The Tea House,Pyaaz Kachori,Flight,Air Canada AC-1967,scooter,4.8
3268,Chennai,"New York City, USA",7,Budget,Relaxed,"Central Park, Empire State Building, Brooklyn Bridge, Statue of Liberty","Picnicking in Bryant Park, Watching a Broadway musical, Walking across the Brooklyn Bridge",Mixed,Juliana's Pizza DUMBO,Adobada Tacos,Bus,New York City Intercity Express,walking,4.4
3269,Pune,"Kolkata, West Bengal",7,Luxury,Fast,"Dakshineswar Kali Temple, Victoria Memorial, Indian Museum, Science City","Exploring Kumartuli clay artisan village, Riding a heritage Kolkata tram, Taking a yellow taxi ride over Howrah Bridge",Mixed,Arsalan Mughlai Restaurant,Mutton Biryani Kolkata Style,Flight,China SSS 9C-927,yellow taxi,4.4
3270,Kolkata,"New York City, USA",7,Mid-Range,Moderate,"Empire State Building, Statue of Liberty, High Line Park","Watching a Broadway musical, Walking across the Brooklyn Bridge",Local,Los Tacos No. 1 Chelsea,Hand-rolled Lox Bagel,Flight,American Airlines AA-809,yellow taxi,4.8
3271,Kolkata,"Paris, France",7,Budget,Relaxed,"Palace of Versailles, Sacré-Cœur Basilica, Notre-Dame Cathedral, Eiffel Tower","Seine River twilight cruise, Picnicking in Luxembourg Gardens",Local,L'As du Fallafel,Escargot,Bus,Paris Intercity Express,walking,4.6
3272,Hyderabad,"Agra & Taj Mahal, UP",7,Luxury,Relaxed,"Taj Mahal, Fatehpur Sikri, Agra Fort, Mehtab Bagh sunset","Watching Taj sunrise, Exploring massive red-stone forts, Marble-inlay souvenir shopping",Mixed,Sheroes Hangout,Brijwasi Milk Peda,Bus,Agra & Taj Mahal Intercity Express,auto-rickshaw,4.4
3273,London,"Paris, France",7,Mid-Range,Moderate,"Sacré-Cœur Basilica, Palace of Versailles, Notre-Dame Cathedral, Louvre Museum","Picnicking in Luxembourg Gardens, Seine River twilight cruise, Climbing the Eiffel Tower summit",Local,L'As du Fallafel,French Onion Soup,Flight,Mandarin Airlines AE-2232,walking,4.4
3274,San Francisco,"Mumbai, Maharashtra",7,Luxury,Fast,"Elephanta Island Caves, Marine Drive Queen's Necklace, Chhatrapati Shivaji Terminus","Watching Dabbawalas sort lunches, Vectoring basalt cave temples, Ferry ride across harbor",Local,Bademiya late-night grill,Sev Puri / Bhel Puri snacks,Train,Mumbai Intercity Express,local train,4.8
3275,Ahmedabad,"Mumbai, Maharashtra",7,Luxury,Moderate,"Gateway of India, Chhatrapati Shivaji Terminus, Marine Drive Queen's Necklace, Elephanta Island Caves","Ferry ride across harbor, Renting bicycles in forest, Vectoring basalt cave temples",Mixed,Swati Snacks vegetarian,Spicy Vada Pav street food,Train,Mumbai Intercity Express,yellow-black taxi,4.3
3276,San Francisco,"New Delhi, Delhi NCR",7,Mid-Range,Fast,"Humayun's Tomb, India Gate memorial, Akshardham Temple","Bargain shopping in Connaught Place, Exploring heritage Lodhi gardens",Non-Vegetarian,Bukhara ITC Maurya,Stuffed Mixed Paranthas,Train,New Delhi Intercity Express,e-rickshaw,4.7
3277,Hyderabad,"Paris, France",7,Luxury,Fast,"Luxembourg Gardens, Eiffel Tower, Sacré-Cœur Basilica, Notre-Dame Cathedral","Boutique shopping in Marais, Climbing the Eiffel Tower summit",Vegetarian,La Maison Rose Montmartre,Croque-monsieur,Flight,Azul AD-562,Paris Metro,4.3
3278,London,"Bali, Indonesia",7,Luxury,Moderate,"Tegallalang Rice Terraces, Ubud Monkey Forest, Tirta Empul Water Temple, Uluwatu Cliff Temple","Riding a giant valley swing, Hiking Mount Batur at sunrise, Participating in water purification",Mixed,Penida Espresso,Mie Goreng,Bus,Bali Intercity Express,fast speedboat,4.3
3279,Singapore,"Tokyo, Japan",7,Budget,Moderate,"Shibuya Crossing, Imperial Palace East Gardens, Tokyo Skytree","Anime shopping in Akihabara, Walking the Shibuya Scramble, Experiencing teamLab digital art",Mixed,Gyoza Lou Harajuku,Yakitori Skewers,Train,Tokyo Intercity Express,walking,4.7
3280,Dubai,"New Delhi, Delhi NCR",7,Mid-Range,Fast,"Akshardham Temple, Red Fort, Lotus Temple, Humayun's Tomb","Bargain shopping in Connaught Place, Tasting golgappa street foods, Rickshaw ride in Chandni Chowk lanes",Local,Karim's Old Delhi,Spicy Chole Bhature,Bus,New Delhi Intercity Express,Delhi Metro,4.4
3281,New York,"Mumbai, Maharashtra",7,Luxury,Moderate,"Haji Ali ocean mosque, Gateway of India, Marine Drive Queen's Necklace, Dhobi Ghat Mahalaxmi","Vectoring basalt cave temples, Watching Dabbawalas sort lunches, Ferry ride across harbor",Local,Bademiya late-night grill,Butter Garlic Crab,Train,Mumbai Intercity Express,metered auto,4.3
